Time,Value
0.000000,0.000001
0.010010,0.000001
0.020020,0.000001
0.030030,0.000001
0.040040,0.000001
0.050050,0.000000
0.060060,0.000000
0.070070,0.000000
0.080080,0.000000
0.090090,0.000000
0.100100,0.000000
0.110110,0.000000
0.120120,0.000000
0.130130,0.000000
0.140140,0.000000
0.150150,0.000000
0.160160,0.000000
0.170170,0.000000
0.180180,0.000000
0.190190,0.000000
0.200200,0.000000
0.210210,0.000000
0.220220,0.000000
0.230230,0.000000
0.240240,0.000000
0.250250,0.000000
0.260260,0.000000
0.270270,0.000000
0.280280,0.000000
0.290290,0.000000
0.300300,0.000000
0.310310,0.000000
0.320320,0.000000
0.330330,0.000000
0.340340,0.000000
0.350350,0.000000
0.360360,0.000000
0.370370,0.000000
0.380380,0.000000
0.390390,0.000000
0.400400,0.000000
0.410410,0.000000
0.420420,0.000000
0.430430,0.000000
0.440440,0.000000
0.450450,0.000000
0.460460,0.000000
0.470470,0.000000
0.480480,0.000000
0.490490,0.000000
0.500501,0.000000
0.510511,0.000000
0.520521,0.000000
0.530531,0.000000
0.540541,0.000000
0.550551,0.000000
0.560561,0.000000
0.570571,0.000000
0.580581,0.000000
0.590591,0.000000
0.600601,0.000000
0.610611,0.000000
0.620621,0.000000
0.630631,0.000000
0.640641,0.000000
0.650651,0.000000
0.660661,0.000000
0.670671,0.000000
0.680681,0.000000
0.690691,0.000000
0.700701,0.000000
0.710711,0.000000
0.720721,0.000000
0.730731,0.000000
0.740741,0.000000
0.750751,0.000000
0.760761,0.000000
0.770771,0.000000
0.780781,0.000000
0.790791,0.000000
0.800801,0.000000
0.810811,0.000000
0.820821,0.000000
0.830831,0.000000
0.840841,0.000000
0.850851,0.000000
0.860861,0.000000
0.870871,0.000000
0.880881,0.000000
0.890891,0.000000
0.900901,0.000000
0.910911,0.000000
0.920921,0.000000
0.930931,0.000000
0.940941,0.000000
0.950951,0.000000
0.960961,0.000000
0.970971,0.000000
0.980981,0.000000
0.990991,0.000000
1.001001,0.000000
1.011011,0.000000
1.021021,0.000000
1.031031,0.000000
1.041041,0.000000
1.051051,0.000000
1.061061,0.000000
1.071071,0.000000
1.081081,0.000000
1.091091,0.000000
1.101101,0.000000
1.111111,0.000000
1.121121,0.000000
1.131131,0.000000
1.141141,0.000000
1.151151,0.000000
1.161161,0.000000
1.171171,0.000000
1.181181,0.000000
1.191191,0.000000
1.201201,0.000000
1.211211,0.000000
1.221221,0.000000
1.231231,0.000000
1.241241,0.000000
1.251251,0.000000
1.261261,0.000000
1.271271,0.000000
1.281281,0.000000
1.291291,0.000000
1.301301,0.000000
1.311311,0.000000
1.321321,0.000000
1.331331,0.000000
1.341341,0.000000
1.351351,0.000000
1.361361,0.000000
1.371371,0.000000
1.381381,0.000000
1.391391,0.000000
1.401401,0.000000
1.411411,0.000000
1.421421,0.000000
1.431431,0.000000
1.441441,0.000000
